name,designation,distance_au,diameter_km,datetime_utc,potentially_hazardous,velocity_km_s
None,2020 AY1,0.0211660525256395,nan,2020-01-01 00:54,False,5.62203195551878
None,2019 YK,0.0361009669651545,nan,2020-01-01 02:06,False,7.35926323695148
None,2013 EC20,0.162008280404152,nan,2020-01-01 03:31,False,2.79339217149069
None,2020 AM1,0.159657027754696,nan,2020-01-01 07:18,False,4.15293831675084
None,2016 EF195,0.276326257736385,nan,2020-01-01 08:44,False,17.5484457306842
